,omic2_tissue1_B1_f0,omic2_tissue1_B1_f1,omic2_tissue1_B1_f2,omic2_tissue1_B1_f3,omic2_tissue1_B1_f4,omic2_tissue1_B1_f5,omic2_tissue1_B1_f6,omic2_tissue1_B1_f7,omic2_tissue1_B1_f8,omic2_tissue1_B1_f9,omic2_tissue1_B1_f10,omic2_tissue1_B1_f11
baseline_0,0.19456601288694483,-0.14607122447622803,0.026422842087260753,-0.2249366074639693,-0.6655869880591139,0.5913152066194494,-0.04031861786858391,0.9594822925657435,-0.6351787112199866,1.6221295993069467,1.826518444611913,1.1314346236851167
baseline_1,-1.0997870410933208,0.07065609973387169,-1.1443157785879399,0.653041461216056,-1.2258343122566842,-0.5362885497830074,0.19277459153290544,-1.2088941236954693,-0.25276624038843615,-0.19566812661918478,1.8931948045737033,0.9431865678746507
baseline_2,1.7376803891204802,-0.31129869890806866,0.9488007691838751,-1.433703462795227,0.6549905801088399,1.1471395077410773,-0.34540069056888006,-1.1110395444540542,0.28049974381499354,-0.2787402333059304,-1.351909773738877,-0.34732451449774604
baseline_3,-0.12708173599602998,-0.10897468011786933,-1.3327220277786425,-1.828743939963576,-0.7404118866845026,-1.736964881324357,0.34470929385814897,-0.09294327811097458,-0.16645294239651437,-0.16527437485397126,0.39122376983177065,0.5385102272167616
baseline_4,1.309581578460819,-0.001958372734688129,-0.6260477424411066,-0.49921615716857437,0.4236961298047222,0.370521357325757,-0.18069454106207763,-0.16416644122309376,-1.7713236145701818,1.8062414325872373,0.7472602686141138,-0.4313882324994718
baseline_5,-0.32236831051805,0.08141435299105991,-0.8186775238882075,-0.5263249196478362,-0.23538169502928363,0.8082746367451078,-0.8545777754944829,-0.28922242371811535,-0.6741609993539129,0.4231202697847337,0.7372072407299003,0.20340265664189175
baseline_6,-1.8534471678912294,-0.11865258679297526,-1.0320248525973736,0.2640218058748233,0.8505904283120939,-0.7070886297229341,0.42863856263163996,0.023169344644791073,-0.6645740881075589,-2.321761768674767,0.26795619437670676,0.426930244796917
baseline_7,-2.4415455135241877,-0.7594694464155243,0.2928440442694825,0.2654094167892373,0.8130010750666377,0.999168727117793,-1.0735774154419386,-0.23865074466284672,-0.8877145517132347,0.622644853820945,1.2878749973804664,0.24624608872972972
baseline_8,0.9335970788699395,0.590734847860556,0.278822639790746,-0.3841904161978539,-0.8110686081489542,-1.522285323814466,-0.49480834687389047,-0.8433766053428028,-1.8986862725179234,0.7003684379836037,0.04658031313764611,-0.668345982976799
baseline_9,0.5854756707428895,0.5443995588400039,-0.8285967388656692,-0.991120517481584,0.9923825484310995,-0.25640092500331824,-1.0359767696696127,0.38932843185896393,-1.50635168467847,-0.6169217933029961,0.39252494105149477,-0.9378147320455392
baseline_10,0.03305121178133766,-0.12138162115691893,-0.2502825119680057,-0.16412790363998586,0.45818402020163984,-0.45676365017234083,-0.3507445826340214,-0.6676418325132566,-1.6390934801411332,-1.1903615011139153,-0.09795736576168082,1.118170380574339
baseline_11,-1.0867845248355956,-0.9473189599029734,-0.36238859039265653,-1.2807720380118879,-1.0108043674683471,-1.4951109154909226,0.5923100042692747,0.2931968200385988,0.3654803647855486,1.0700657974481165,-0.7184393307883283,-0.9398183605985888
baseline_12,-0.8776522521293618,-0.20698532923150856,0.10309874968388733,0.5551742085702845,0.2534037903773974,-0.38398366954764085,0.6394302036751607,-1.2473320984168637,-0.7923480707102425,-0.16511054445092227,-0.383379586985833,-0.8175680106445734
baseline_13,-0.6245444929969146,0.16900000835429485,-0.9313772381216349,0.4670812873092845,1.008054560085475,-0.13747613229494746,-0.339921571766749,0.8835444265205652,0.15463525173193782,0.45419397203717554,0.5048500829257414,-0.48962524859722933
baseline_14,-1.5856015674967054,-0.24600165223502587,-0.1625458693548437,1.1062585397603297,0.41873498791987374,0.6606612472296446,0.39940848916014754,0.48392768883401205,-0.4147606463419926,0.9850518412507938,-1.5787344408820159,-0.756348049857307
baseline_15,0.3093043134288802,1.3347416110987027,0.768001138736052,0.13081281179656243,0.26860945421387833,-1.0129889254474223,0.07933520608897404,-0.290752245704577,-0.9053072434594591,0.11227198228979111,-0.8923614099905305,0.612463429741062
baseline_16,-0.9035752239284045,-0.27958104052100835,-0.16344829132218344,-0.373302044060979,-0.08314279354637853,-0.13294646589060333,0.15465159285038715,0.16621686662729124,0.13365513170483104,0.2888186788894391,0.6779778611848069,0.6555944469273971
baseline_17,-0.3529452099263935,-1.2704271664594,0.25500843714697086,0.4327518708465865,0.8686474899264488,-0.11263896710730806,-0.4709233037216039,1.0201180008823687,-0.28296224587728763,1.0995522333185754,0.1956332169986406,0.7929177730161777
baseline_18,-0.4017699692634286,-1.149012974960035,-0.4362122272234668,-0.6683905449036753,1.3494685913406939,0.2764619491441318,-0.05815865293650993,0.614758993377562,0.16339932491631967,-0.07169096262676057,1.050196846848923,0.35058003332481835
baseline_19,0.656723458696361,-0.5309538003736292,-2.091895150274228,0.8686078294540077,-0.6132490721418523,-1.1628762729475015,-0.11097210703322596,1.3846102115114665,-0.010407180484626733,1.5671027314823964,-1.3718774066750472,0.9344048964627819
baseline_20,-1.881243827066853,-0.7475599558892754,0.3889557590058621,1.046258163896453,-0.14059525019090272,0.12230790818560129,-1.3257132212414249,0.792673436366928,-0.6178013723454802,1.0348202063012655,0.45432794740616844,0.31609630054055166
baseline_21,0.39844446223442326,0.42695884933591977,0.4904750213460972,-0.4001779638745508,1.674671451116194,1.0120606447571998,-1.8236610717408923,-0.015473465409566034,-0.754880014952603,1.2355956861065382,1.7424797142117026,-0.569381980422599
baseline_22,0.6482117106439563,1.530325555081614,-1.1814801206637477,0.39588541480370454,-0.9442214658164607,-0.5261162964452338,0.2537749408677685,0.6168268759332971,0.24796879884460263,0.7694595182770282,-0.06192205878800909,1.5363880217547792
baseline_23,-0.2329128856255168,-1.3499518438677613,-1.0897949376162774,1.0643435092504714,0.41839525859468535,0.9806186368698179,0.6748576391600157,1.1910189050485376,0.0008421709635426723,0.04350342625853379,0.6601034059853318,-0.4283471653562061
baseline_24,-0.3662161861969195,1.6763305677522442,0.9425702082616161,0.7069020504594012,0.35376514664847564,0.3653130165579322,1.6053294002754122,0.30993965494096404,0.38382042412947326,-0.2510601742748785,1.2914654767018556,2.3723923975723973
baseline_25,1.0902963444019724,-0.7487992950562404,-1.27974203734937,0.5396699382078997,0.2609203378525321,0.24872367395893266,-0.8515814600188437,-1.1729967868013853,-0.2902126049572384,0.6829517503359275,-0.1406462186479507,1.232658849314073
baseline_26,1.4824267308270525,1.0466237127911728,0.7411196942680048,0.5100665355578888,0.777092627003948,0.6267984491542482,2.390195523361867,-0.1912034683342307,0.008710226367238486,0.4147745531486456,0.8745332513339603,0.030324734174670034
baseline_27,0.6605366940370326,-0.2723302207030313,-1.1704732196677505,-1.0630683627563695,0.06453953228715632,-0.7875340087198447,1.9021424380476772,-1.137746991874056,1.2838627359826986,-0.3383901948379298,0.8303605264321747,1.2855831403688631
baseline_28,0.3743891014714001,0.14909133248664144,0.09300129709015695,0.03934723814610552,0.024082785033078962,0.03848748757677076,0.5286250444281302,0.3952861558110369,-0.10998531287823826,-0.39801979785585,1.6434560365140252,-1.9719592552749932
baseline_29,-0.1419789941802127,0.3823794780210015,-1.0070793849586284,-0.6813149714105975,-0.7157130924262786,-1.2500517422858899,-1.4313724920187918,0.25590507307010574,0.2214901332179751,0.9151529866063567,-1.999399884662662,-0.5045806698445848
baseline_30,0.036967179391269485,1.4115782716443217,0.20082358349257828,0.8077444860213134,-0.4145844822685194,0.21458227886666656,0.7347052646547003,0.36021838363787495,-0.5373680882837516,-0.44221616643153955,-0.810524443670492,1.6475658980806835
baseline_31,-1.27671243843236,-0.8065912230050305,0.2578041679785178,-0.8930367387641566,-0.718986217473231,-1.2541278114530587,-2.005481741835711,0.6533259616121185,-0.7208022320561043,1.815616517149332,0.9198208344310292,-0.37402921924943694
baseline_32,1.0435310639889568,-0.6733309295327317,-0.26680294837069646,0.8223762539713145,-0.7160777849500121,0.54074417408969,-1.331384108909808,-0.660837345660432,-1.8500098289975033,-1.7021470924055242,-0.5234506368915173,-0.8245933688866292
baseline_33,1.1517632653094607,0.4702991561039619,-0.44748201241198216,-0.768009672074691,-1.1700285134055513,0.14804676742126796,1.0428514148015573,0.08256939919711966,-0.9442818496791744,-0.5797840522515292,-0.1245805324019859,0.22276186218070754
baseline_34,1.0609593231086734,1.4854181600539316,1.1053072115427793,-0.3731841376513915,0.0951954054665758,0.9638396234736447,0.6427586348708614,0.8418382611941031,0.0019381716556926248,0.6704279734390087,-0.2819972972988431,0.710462436918381
baseline_35,1.3288047206390643,-0.2632258814234224,0.9829963072531619,0.6538877042641407,0.7256627945529686,1.4665004184865869,1.0707592280508342,-0.40082537710702903,0.1109610967411085,1.887798302898956,0.1978365204967401,1.0658790119469623
baseline_36,-0.46160213771479186,-0.11894707524663517,-0.06815840670395455,-1.5759308458029855,0.33543322505725526,-0.6900034282409109,0.39977747503539596,1.0461774823310708,-0.17502858005392274,0.5535979213977591,0.7778596390936318,1.8887934280379286
